eventid,iyear,imonth,iday,country,country_txt,region_txt,provstate,city,latitude,longitude,summary,crit1,crit2,crit3,doubtterr,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,targsubtype1_txt,natlty1_txt,gname,motive,nperps,nperpcap,claimed,weaptype1_txt,weaptype2_txt,weapdetail,nkill,nkillter,nwound,propextent_txt,nhostkid
-153402899,2017,10,6,217,United States,North America,North Carolina,Fletcher,35.437653,-82.537256,"10/06/2017: An explosive device was discovered and defused at the Asheville Regional Airport baggage claim in Fletcher, North Carolina, United States. Michael Christopher Estes claimed responsibility for the attack and stated that he wanted to ""fight a war on U.S. soil.""",1,1,1,0.0,0.0,0.0,Bombing/Explosion,,,Airports & Aircraft,Airport,United States,Unknown,"An unaffiliated individual, identified as Michael Christopher Estes, claimed responsibility for the incident and stated that he wanted to ""fight a war on U.S. soil.""",1.0,1.0,1.0,Explosives,,"A timed homemade explosive device containing ammonium nitrate, shotgun ammunition, oil, and nails and connected to an alarm clock was used in the attack.",0.0,0.0,0.0,,
-153382884,2017,10,8,217,United States,North America,Washington,Spokane,47.679135,-117.402209,"10/08/2017: Around 11:00 p.m.m two assailants shouting racial slurs and white supremacist statements attacked a black man in Spokane, Washington, United States. The assailants attacked Norris Cooley, pointed a handgun at him, and fired at least six shots into Cooley's occupied home. The two unaffiliated individuals, identified as Jason Edward Cooper and Donald Lucas Prichard, white extremists, claimed responsibility for the incident and stated racial slurs during the attack.",1,1,1,0.0,1.0,0.0,Armed Assault,,,Private Citizens & Property,Race/Ethnicity Identified,United States,White extremists,"Two unaffiliated individuals, identified as Jason Edward Cooper; Donald Lucas Prichard, claimed responsibility for the incident and stated racial slurs during the attack.",2.0,2.0,1.0,Firearms,Melee,A pistol was used in the attack.,0.0,0.0,1.0,Minor (likely < $1 million),
-153242877,2017,10,22,217,United States,North America,Nebraska,Oxford,40.252274,-99.635072,"10/22/2017: An assailant breached a secure area of an Amtrak passenger train, travelling from California to Missouri and triggered an emergency stop in Oxford, Nebraska, United States. There were no reported casualties, and the assailant, identified as Taylor Michael Wilson, was detained by Amtrak personnel. No group claimed responsibility for the incident; however, authorities stated that Wilson possessed neo-Nazi literature and had previously expressed an interest in ""killing black people.""",1,1,1,0.0,0.0,0.0,Armed Assault,,,Transportation,Train/Train Tracks/Trolley,United States,White extremists,"The specific motive is unknown; however, sources noted that Taylor Michael Wilson wanted to kill people of color.",1.0,1.0,0.0,Firearms,Melee,A .38-caliber handgun and a knife were used in the attack.,0.0,0.0,0.0,,
-153182875,2017,10,28,217,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,"10/28/2017: Assailants threw incendiary devices into Circo Bar, a gay club, in Santurce neighborhood, San Juan, Puerto Rico. There were no reported casualties in the attack. No group claimed responsibility; however, sources identified the assailants as anti-LGBT extremists.",0,1,1,1.0,1.0,0.0,Armed Assault,,,Business,Restaurant/Bar/Café,United States,Anti-LGBT extremists,,-99.0,0.0,0.0,Incendiary,,Petrol bombs were used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-153152895,2017,10,31,217,United States,North America,New York,New York City,40.697132,-73.931351,"10/31/2017: An assailant driving a Home Depot rental truck entered a bike path in an attempt to run over civilians on the West Side Highway in Lower Manhattan, New York City, United States. Following the initial attack, the assailant exited the vehicle and was shot by a police officer after displaying imitation firearms. At least eight people, including two citizens from the United States, five Argentinian tourists, and one Belgian tourist, were killed and 13 other people, including the assailant, were injured in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed that the assailant, identified as Sayfullo Habibullaevic Saipov, was ""one of the caliphate soldiers;"" however, sources doubted the veracity of this claim. Authorities also recovered a note from the vehicle in which Saipov pledged allegiance to ISIL.",1,1,1,0.0,1.0,0.0,Unarmed Assault,,,Tourists,Tourist,Argentina,Jihadi-inspired extremists,"An unaffiliated individual, identified as Sayfullo Habibullaevic Saipov, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1.0,1.0,1.0,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Fake Weapons,A rental pickup truck and replica firearms were used in the attack.,8.0,0.0,13.0,Minor (likely < $1 million),
-153152870,2017,10,31,217,United States,North America,Louisiana,Richland Parish,32.419801,-91.763649,"10/31/2017: An assailant set fire to the predominantly black St Paul Missionary Baptist Church in Richland Parish, Louisiana, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources identified the assailant as a white extremist.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,White extremists,,1.0,1.0,0.0,Incendiary,,Gasoline was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-152392858,2017,11,7,217,United States,North America,Illinois,Champaign,40.087687,-88.246841,"11/07/2017: Assailants broke a window and put a bomb on the window sill at Women's Health Practice at 2125 South Neil Street, Champaign, Illinois, United States. The device failed to detonate and was defuse by authorities. No group claimed responsibility for the incident; however, sources attributed the attempted attack to the White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia.",1,1,1,0.0,0.0,0.0,Bombing/Explosion,,,Abortion Related,Clinics,United States,White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia,,3.0,3.0,0.0,Explosives,,A PVC pipe bomb containing thermite and a magnesium strip was used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-152332870,2017,11,13,217,United States,North America,North Carolina,Vale,35.630842,-81.43925,"11/13/2017: Assailants set fire to the Providence Road Baptist Church in Vale, North Carolina, United States. There were no reported casualties in the fire. Pro-LGBT Rights extremists claimed responsibility for the incident and wrote ""anti-gay hate group"" on the targeted church.",1,1,1,0.0,1.0,0.0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,Place of Worship,United States,Pro-LGBT Rights extremists,"Pro-LGBT Rights extremists claimed responsibility for the incident and wrote ""anti-gay hate group"" on the targeted church.",-99.0,0.0,1.0,Incendiary,,,0.0,0.0,0.0,Minor (likely < $1 million),
-151392875,2017,12,7,217,United States,North America,New Mexico,Aztec,36.820666,-107.990818,"12/07/2017: An assailant, identified as William Atchison, opened fire on students at Aztec High School in Aztec, New Mexico, United States. The assailant shot and killed two students and fired multiple shots at a locked classroom before shooting and killing himself. Statements Atchinson made in his suicide note and posted online reflect a fixation on mass shootings, as well as a misogynist and white supremacist narrative referenced in message forums where participants self-identify as ""involuntarily celibate"" (incel).",1,1,1,0.0,1.0,1.0,Armed Assault,,,Educational Institution,School/University/Educational Building,United States,White extremists,"An unaffiliated individual, identified as William Atchison, claimed responsibility for the incident and made statements reflecting a fixation on mass shootings, as well as a misogynist and white supremacist narrative referenced in message forums where participants self-identify as ""involuntarily celibate.""",1.0,0.0,1.0,Firearms,,A 9-mm Glock handgun was used in the attack.,3.0,1.0,0.0,Minor (likely < $1 million),
-151352911,2017,12,11,217,United States,North America,New York,New York City,40.697132,-73.931351,"12/11/2017: A suicide bomber detonated explosives at Port Authority Bus Terminal between Seventh and Eighth Avenue in Manhatta, New York City, New York, United States. In addition to the assailant, three civilians were injured in the blast. Akayed Ullah, a jihadi-inspired extremist, claimed responsibility for the incident and stated ""They've been bombing in my country and I wanted to do damage here,"" and ""I did it for the Islamic State.""",1,1,1,0.0,1.0,1.0,Bombing/Explosion,,,Transportation,Bus Station/Stop,United States,Jihadi-inspired extremists,"An unaffiliated individual, identified as Akayed Ullah, claimed responsibility for the incident and stated ""They've been bombing in my country and I wanted to do damage here,"" and ""I did it for the Islamic State.""",1.0,1.0,1.0,Explosives,,"A crude pipe bomb consisting of screws,  Christmas light wires, and a nine-volt battery was used in the attack.",0.0,0.0,4.0,,
-151242890,2017,12,22,217,United States,North America,Pennsylvania,Harrisburg,40.262772,-76.881107,"12/22/2017: An assailant opened fire on a Pennsylvania State Capitol Police vehicle at the intersection of Fourth Street and Walnut Street near the Capitol Building in Harrisburg, Pennsylvania, United States. There were no reported casualties in the assault. This was one of two attacks targeting police officers in Harrisburg on the same day. No group claimed responsibility; however, authorities identified the assailant as Ahmed Aminamin El-Mofty.",0,1,1,1.0,1.0,0.0,Armed Assault,,,Police,Police Patrol (including vehicles and convoys),United States,Unknown,,1.0,0.0,0.0,Firearms,,Two 9-mm handguns were used in the attack.,0.0,0.0,0.0,Minor (likely < $1 million),
-151242889,2017,12,22,217,United States,North America,Pennsylvania,Harrisburg,40.261864,-76.880913,"12/22/2017: An assailant opened fire on a Pennsylvania State Capitol Police vehicle near Strawberry Square in Harrisburg, Pennsylvania, United States. At least one officer was injured in the assault. Officers pursued the assailant to the intersection of 17th Street and Mulberry Street, where he was shot and killed. This was one of two attacks targeting police officers in Harrisburg on the same day. No group claimed responsibility; however, authorities identified the assailant as Ahmed Aminamin El-Mofty.",0,1,1,1.0,1.0,0.0,Armed Assault,,,Police,Police Patrol (including vehicles and convoys),United States,Unknown,,1.0,0.0,0.0,Firearms,,Two 9-mm handguns were used in the attack.,1.0,1.0,1.0,Minor (likely < $1 million),
